,title,release_date,colored,genre,language,country,rating,lead_actor,director_name,lead_actor_fb_likes,cast_fb_likes,director_fb_likes,movie_fb_likes,imdb_score,total_reviews,duration,revenue_eur,budget_eur
2816,Freakonomics,2010-05-10,True,Documentary,English,United States of America,PG-13,Greg Crowe,Heidi Ewing,875.0,2305,4,0,6.4,73.0,93.0,82567.86680882472,2460428.1144919214
2817,From Paris with Love,2010-02-08,True,Action,English,France,R,Kasia Smutniak,Pierre Morel,211.0,488,180,0,6.5,203.0,92.0,23324666.0,52000000.0
2818,Furry Vengeance,2010-03-15,True,Comedy,English,United States of America,PG,Brendan Fraser,Roger Kumble,3000.0,6327,16,0,3.8,101.0,92.0,14431440.990732387,28704994.669072416
2819,Going the Distance,2010-05-21,True,Comedy,English,United States of America,R,Rob Riggle,Nanette Burstein,839.0,2961,8,0,6.3,167.0,102.0,14596338.882965634,26244566.554580495
2820,Green Zone,2010-06-25,True,Action,English,France,R,Matt Damon,Paul Greengrass,13000.0,13761,521,0,6.9,266.0,115.0,35024475.0,100000000.0
2821,Grown Ups,2010-03-30,True,Comedy,English,United States of America,PG-13,Steve Buscemi,Dennis Dugan,12000.0,28497,221,12000,6.0,179.0,102.0,132864090.87181169,65611416.38645124
2822,Gulliver's Travels,2010-06-26,True,Adventure,English,United States of America,PG,James Corden,Rob Letterman,480.0,1173,11,0,4.9,184.0,85.0,35082636.75879603,91855982.94103172
2823,Hereafter,2010-06-24,True,Drama,English,United States of America,PG-13,Matt Damon,Clint Eastwood,13000.0,14344,16000,16000,6.5,315.0,129.0,26852781.103912078,41007135.24153202
2824,Hesher,2010-11-03,True,Drama,English,United States of America,R,Joseph Gordon-Levitt,Spencer Susser,23000.0,44969,58,19000,7.1,134.0,106.0,314070.36824407446,5740998.933814483
2825,Hot Tub Time Machine,2010-04-27,True,Comedy,English,United States of America,R,Charlie McDermott,Steve Pink,496.0,1272,38,12000,6.4,265.0,101.0,41182333.30599524,29525137.373903055
2826,How Do You Know,2010-02-18,True,Comedy,English,United States of America,PG-13,Shelley Conn,James L. Brooks,273.0,993,274,0,5.3,168.0,121.0,24778659.886820305,98417124.57967685
2827,How to Train Your Dragon,2010-08-28,True,Adventure,English,United States of America,PG,Gerard Butler,Dean DeBlois,18000.0,20453,255,33000,8.2,288.0,98.0,178289179.85729516,135323546.29705566
2828,I Spit on Your Grave,2010-02-22,True,Horror,English,United States of America,R,Sarah Butler,Steven R. Monroe,635.0,2423,68,17000,6.3,225.0,105.0,75782.006069056,1640285.409661281
2829,I Want Your Money,2010-06-14,True,Documentary,English,United States of America,PG,Bill Farmer,Ray Griggs,93.0,168,4,638,5.1,4.0,92.0,349297.9578446649,328057.0819322562
2830,Incendies,2010-08-18,True,Drama,French,Canada,R,Lubna Azabal,Denis Villeneuve,131.0,343,777,37000,8.2,226.0,139.0,4379851.814001022,4343382.728666326
2831,Inception,2010-03-03,True,Action,English,United States of America,PG-13,Leonardo DiCaprio,Christopher Nolan,29000.0,81115,22000,175000,8.8,642.0,148.0,239948208.80833262,131222832.77290247
2832,Insidious,2010-01-09,True,Fantasy,English,United States of America,PG-13,Lin Shaye,James Wan,852.0,3030,0,60000,6.8,445.0,103.0,44280437.13606167,1230214.0572459607
2833,Iron Man 2,2010-02-01,True,Action,English,United States of America,PG-13,Robert Downey Jr.,Jon Favreau,21000.0,48638,4000,18000,7.0,453.0,124.0,255931627.16312635,164028540.96612808
2834,It's Kind of a Funny Story,2010-07-29,True,Comedy,English,United States of America,PG-13,ZoÃ« Kravitz,Anna Boden,943.0,2786,16,20000,7.2,163.0,101.0,5207953.743951447,6561141.638645124
2835,Jackass 3D,2010-11-29,True,Action,English,United States of America,R,Bam Margera,Jeff Tremaine,608.0,1787,79,0,7.1,156.0,101.0,96140630.68974,16402854.09661281
2836,Jonah Hex,2010-03-23,True,Action,English,United States of America,PG-13,Michael Fassbender,Jimmy Hayward,13000.0,14619,39,0,4.7,178.0,81.0,8643823.50528992,38546707.1270401
2837,Kick-Ass,2010-12-10,True,Action,English,United Kingdom,R,Elizabeth McGovern,Matthew Vaughn,553.0,2357,905,36000,7.7,447.0,117.0,53503541.39985523,33409432.596469738
2838,Killers,2010-08-04,True,Action,English,United States of America,PG-13,Tom Selleck,Robert Luketic,19000.0,25206,126,0,5.4,140.0,100.0,38547104.89625195,61510702.862298034
2839,Kites,2010-04-16,True,Action,English,India,Unrated,BÃ¡rbara Mori,Anurag Basu,594.0,1836,116,0,6.0,41.0,90.0,17867.81439379157,6690119.251375656
2840,Knight and Day,2010-06-11,True,Action,English,United States of America,PG-13,Tom Cruise,James Mangold,10000.0,12731,446,11000,6.3,283.0,117.0,62674201.59107684,95956696.46518493
2841,Leap Year,2010-02-25,True,Comedy,English,United States of America,PG,Adam Scott,Anand Tucker,3000.0,4094,14,13000,6.4,134.0,100.0,10301.812515377675,15582711.391782168
2842,Legend of the Guardians: The Owls of Ga'Hoole,2010-12-24,True,Action,English,United States of America,PG,Abbie Cornish,Zack Snyder,2000.0,4286,0,16000,7.0,188.0,101.0,45660077.913556956,65611416.38645124
2843,Legion,2010-07-09,True,Action,English,United States of America,R,Dennis Quaid,Scott Stewart,2000.0,3889,124,0,5.2,226.0,100.0,32943557.77905355,21323710.325596653
2844,Let Me In,2010-09-24,True,Drama,English,United Kingdom,R,ChloÃ« Grace Moretz,Matt Reeves,17000.0,20258,198,25000,7.2,390.0,116.0,13513469.569575144,22272955.06431316
2845,Letters to God,2010-11-29,True,Drama,English,United States of America,PG,Robyn Lively,David Nixon,439.0,1567,13,0,6.3,19.0,110.0,2336240.4658410563,2870499.4669072414
2846,Letters to Juliet,2010-12-11,True,Comedy,English,United States of America,PG,Vanessa Redgrave,Gary Winick,898.0,1026,56,13000,6.5,159.0,105.0,43485245.632740095,24604281.144919213
2847,Little Fockers,2010-10-27,True,Comedy,English,United States of America,PG-13,Robert De Niro,Paul Weitz,22000.0,24082,80,0,5.5,180.0,98.0,121695874.6821947,82014270.48306404
2848,Little White Lies,2010-05-18,True,Comedy,French,France,Unrated,FranÃ§ois Cluzet,Guillaume Canet,541.0,890,0,0,7.1,118.0,134.0,183662.0,25000000.0
2849,Love & Other Drugs,2010-11-18,True,Comedy,English,United States of America,R,Jake Gyllenhaal,Edward Zwick,15000.0,31278,380,24000,6.7,219.0,112.0,26537793.816124003,24604281.144919213
2850,Love Ranch,2010-12-01,True,Comedy,English,United States of America,R,Scout Taylor-Compton,Taylor Hackford,908.0,3204,138,636,5.7,49.0,117.0,110640.53145247271,20503567.62076601
2851,MacGruber,2010-04-13,True,Action,English,United States of America,R,Jasper Cole,Jorma Taccone,1000.0,2618,434,0,5.5,163.0,95.0,6939223.324858525,8201427.048306405
2852,Machete,2010-08-15,True,Action,English,United States of America,R,Robert De Niro,Ethan Maniquis,22000.0,26233,20,44000,6.7,391.0,105.0,21807555.974739604,8611498.400721725
2853,Made in Dagenham,2010-04-12,True,Biography,English,United Kingdom,R,Bob Hoskins,Nigel Cole,5000.0,7692,13,0,7.2,163.0,113.0,1219219.3329249958,8018263.823152737
2854,Marmaduke,2010-02-06,True,Comedy,English,United States of America,PG,Emma Stone,Tom Dey,15000.0,20061,9,0,4.2,98.0,87.0,27592439.104404163,41007135.24153202
2855,Megamind,2010-11-29,True,Action,English,United States of America,PG,J.K. Simmons,Tom McGrath,24000.0,46120,96,13000,7.3,233.0,95.0,121657948.8230952,106618551.62798326
2856,Monsters,2010-08-11,True,Drama,English,United Kingdom,R,Scoot McNairy,Gareth Edwards,660.0,1118,380,19000,6.4,344.0,94.0,264269.7254858288,556823.876607829
2857,Morning Glory,2010-11-17,True,Comedy,English,United States of America,PG-13,Noah Bean,Roger Michell,293.0,621,50,0,6.5,212.0,107.0,25419129.00844747,32805708.19322562
2858,My Name Is Khan,2010-04-18,True,Adventure,Hindi,India,PG-13,Shah Rukh Khan,Karan Johar,8000.0,8532,160,27000,8.0,210.0,128.0,44809.24797484515,133802.3850275131
2859,My Soul to Take,2010-10-25,True,Horror,English,United States of America,R,Frank Grillo,Wes Craven,798.0,2537,0,0,4.8,160.0,107.0,12004830.64053145,20503567.62076601
2860,Nanny McPhee Returns,2010-12-29,True,Comedy,English,United Kingdom,PG,Daniel Mays,Susanna White,287.0,855,24,0,6.1,97.0,109.0,32290717.745976947,38977671.36254802
2861,Never Let Me Go,2010-01-25,True,Drama,English,United Kingdom,R,Andrew Garfield,Mark Romanek,10000.0,12867,132,33000,7.2,328.0,103.0,2686168.4949050616,16704716.298234869
2862,Of Gods and Men,2010-02-01,True,Drama,French,France,PG-13,Lambert Wilson,Xavier Beauvois,186.0,416,22,0,7.2,195.0,122.0,3950029.0,4000000.0
2863,Our Family Wedding,2010-07-30,True,Comedy,English,United States of America,PG-13,America Ferrera,Rick Famuyiwa,953.0,3299,44,1000,4.9,71.0,103.0,16605395.71885508,11481997.867628966
2864,Paranormal Activity 2,2010-11-25,True,Horror,English,United States of America,R,Sprague Grayden,Tod Williams,438.0,1081,21,14000,5.7,264.0,98.0,69506999.09784302,2460428.1144919214
2865,Percy Jackson & the Olympians: The Lightning Thief,2010-10-12,True,Adventure,English,United Kingdom,PG,Logan Lerman,Chris Columbus,8000.0,14024,0,9000,5.9,217.0,118.0,98849290.04955733,105796536.5554875
2866,Piranha 3D,2010-05-13,True,Comedy,English,United States of America,R,Adam Scott,Alexandre Aja,3000.0,5737,192,13000,5.5,365.0,88.0,20506087.09915525,19683424.91593537
2867,Predators,2010-06-15,True,Action,English,United States of America,R,Topher Grace,NimrÃ³d Antal,2000.0,4243,190,17000,6.4,351.0,107.0,42647984.90937423,32805708.19322562
2868,Prince of Persia: The Sands of Time,2010-02-19,True,Action,English,United States of America,PG-13,Jake Gyllenhaal,Mike Newell,15000.0,16149,179,23000,6.6,306.0,116.0,74432578.52866398,164028540.96612808
2869,Rabbit Hole,2010-05-24,True,Drama,English,United States of America,PG-13,Dianne Wiest,John Cameron Mitchell,967.0,1582,263,0,7.0,248.0,91.0,1822200.4428770605,4100713.5241532023
2870,Ramona and Beezus,2010-04-23,True,Adventure,English,United States of America,G,Sierra McCormick,Elizabeth Allen Rosenbaum,512.0,1002,20,0,6.7,81.0,103.0,21456086.279012546,12302140.572459606
2871,RED,2010-01-07,True,Action,English,United States of America,PG-13,Bruce Willis,Robert Schwentke,13000.0,24928,124,32000,7.1,315.0,111.0,74105517.09997539,47568276.88017715
2872,Remember Me,2010-10-03,True,Drama,English,United States of America,PG-13,Robert Pattinson,Allen Coulter,21000.0,22088,47,24000,7.2,158.0,113.0,15629479.209382432,13122283.277290247
2873,Repo Men,2010-08-01,True,Action,English,United States of America,R,Alice Braga,Miguel Sapochnik,1000.0,2925,238,12000,6.3,197.0,119.0,11287730.665135732,26244566.554580495
2874,Resident Evil: Afterlife,2010-07-23,True,Action,English,Germany,R,Milla Jovovich,Paul W.S. Anderson,14000.0,16098,545,19000,5.9,253.0,97.0,60128566.0,60000000.0
2875,Robin Hood,2010-09-23,True,Action,English,United States of America,PG-13,Mark Addy,Ridley Scott,891.0,3244,0,17000,6.7,343.0,156.0,86295198.06446321,164028540.96612808
2876,Rubber,2010-12-08,True,Comedy,English,France,R,Haley Ramm,Quentin Dupieux,353.0,1498,248,46000,5.8,230.0,82.0,98017.0,500000.0
2877,Salt,2010-05-26,True,Action,English,United States of America,PG-13,Angelina Jolie Pitt,Phillip Noyce,11000.0,12406,176,23000,6.4,330.0,101.0,97032205.36373328,90215697.53137045
2878,Sarah's Key,2010-08-08,True,Drama,French,France,PG-13,Kristin Scott Thomas,Gilles Paquet-Brenner,1000.0,2140,15,0,7.5,136.0,111.0,7691700.0,10000000.0
2879,Saw 3D: The Final Chapter,2010-09-23,True,Horror,English,Canada,R,Costas Mandylor,Kevin Greutert,723.0,1978,52,12000,5.6,178.0,90.0,29171471.001532957,12774655.084312722
2880,Scott Pilgrim vs. the World,2010-07-30,True,Action,English,United States of America,PG-13,Anna Kendrick,Edgar Wright,10000.0,12687,1000,36000,7.5,393.0,112.0,25829795.784466494,49208562.289838426
2881,Sea Rex 3D: Journey to a Prehistoric World,2010-07-29,True,Documentary,English,United Kingdom,Unrated,Norbert Ferrer,Ronan Chapalain,55.0,55,0,89,6.9,7.0,41.0,4537026.560498915,5568238.76607829
2882,Secretariat,2010-08-10,True,Biography,English,United States of America,PG,Scott Glenn,Randall Wallace,826.0,2259,130,0,7.2,160.0,123.0,48962120.06889198,28704994.669072416
2883,Sex and the City 2,2010-11-08,True,Comedy,English,United States of America,R,Chris Noth,Michael Patrick King,962.0,4555,127,0,4.3,221.0,146.0,78183332.23980972,82014270.48306404
2884,She's Out of My League,2010-12-29,True,Comedy,English,United States of America,R,Mike Vogel,Jim Field Smith,2000.0,5707,14,0,6.4,180.0,104.0,25903979.332403835,16402854.09661281
2885,Shrek Forever After,2010-03-18,True,Adventure,English,United States of America,PG,Jon Hamm,Mike Mitchell,4000.0,4628,31,0,6.4,226.0,93.0,195499046.17403427,135323546.29705566
2886,Shutter Island,2010-10-28,True,Mystery,English,United States of America,R,Leonardo DiCaprio,Martin Scorsese,29000.0,29585,17000,53000,8.1,490.0,138.0,104952353.80956285,65611416.38645124
2887,Skyline,2010-11-08,True,Action,English,United States of America,PG-13,David Zayas,Colin Strause,929.0,3679,25,13000,4.4,221.0,97.0,17527618.30558517,8201427.048306405
2888,Somewhere,2010-06-21,True,Comedy,English,United States of America,R,Nathalie Fay,Sofia Coppola,227.0,684,0,0,6.3,301.0,97.0,1450353.4815057819,5740998.933814483
2889,Stake Land,2010-05-05,True,Drama,English,United States of America,R,Connor Paolo,Jim Mickle,530.0,1038,53,0,6.5,215.0,98.0,15147.215615517098,533092.7581399163
2890,Step Up 3D,2010-01-04,True,Drama,English,United States of America,PG-13,Alyson Stoner,Jon M. Chu,2000.0,4059,209,16000,6.2,138.0,107.0,34762175.01845321,24604281.144919213
2891,Stone,2010-07-05,True,Drama,English,United States of America,R,Robert De Niro,John Curran,22000.0,37766,43,0,5.4,138.0,105.0,1472995.981300746,18043139.50627409
2892,Super,2010-02-24,True,Comedy,English,United States of America,R,Linda Cardellini,James Gunn,2000.0,4590,571,19000,6.8,238.0,96.0,264214.7133601246,2050356.7620766012
2893,Takers,2010-09-18,True,Action,English,United States of America,PG-13,Paul Walker,John Luessenhop,23000.0,31529,34,0,6.2,119.0,107.0,47358910.85048798,16402854.09661281
2894,Tangled,2010-01-14,True,Adventure,English,United States of America,PG,Brad Garrett,Nathan Greno,799.0,2036,15,29000,7.8,324.0,100.0,164690611.00631508,213237103.2559665
2895,The 5th Quarter,2010-03-11,True,Biography,English,United States of America,PG,Aidan Quinn,Rick Bieber,767.0,2370,11,0,5.7,16.0,90.0,327738.04642007704,4920856.228983843
2896,The American,2010-11-29,True,Crime,English,United States of America,R,Violante Placido,Anton Corbijn,978.0,1454,210,10000,6.3,333.0,105.0,29193985.893545475,16402854.09661281
2897,The Back-up Plan,2010-07-26,True,Comedy,English,United States of America,PG-13,Danneel Ackles,Alan Poul,1000.0,3356,16,0,5.3,148.0,104.0,30739967.194291804,28704994.669072416
2898,The Book of Eli,2010-04-17,True,Action,English,United States of America,R,Denzel Washington,Albert Hughes,18000.0,44797,117,20000,6.9,325.0,118.0,77768151.39834331,65611416.38645124
2899,The Bounty Hunter,2010-11-09,True,Action,English,United States of America,PG-13,Gerard Butler,Andy Tennant,18000.0,21554,72,0,5.5,161.0,110.0,54999776.92118428,32805708.19322562
2900,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010-07-05,True,Adventure,English,United States of America,PG,Bruce Spence,Michael Apted,531.0,764,150,11000,6.3,228.0,113.0,85609467.72738455,127122119.24874927
2901,The Conspirator,2010-01-23,True,Crime,English,United States of America,PG-13,Robin Wright,Robert Redford,18000.0,21163,0,0,7.0,199.0,122.0,9462973.837447714,20503567.62076601
2902,The Crazies,2010-03-13,True,Horror,English,United States of America,R,Radha Mitchell,Breck Eisner,991.0,2609,42,0,6.5,308.0,101.0,32070350.200934958,16402854.09661281
2903,The Debt,2010-12-30,True,Drama,English,United States of America,R,Tom Wilkinson,John Madden,1000.0,1136,108,0,6.9,258.0,113.0,25544632.16599688,16402854.09661281
2904,The Expendables,2010-12-11,True,Action,English,United States of America,R,Jason Statham,Sylvester Stallone,26000.0,46355,13000,57000,6.5,424.0,113.0,84459584.18764864,65611416.38645124
2905,The Extra Man,2010-07-13,True,Comedy,English,United States of America,R,Lynn Cohen,Shari Springer Berman,474.0,2029,30,916,5.9,104.0,108.0,371589.4365619617,5740998.933814483
2906,The Fighter,2010-11-20,True,Biography,English,United States of America,R,Christian Bale,David O. Russell,23000.0,23811,737,36000,7.9,410.0,116.0,76742231.60829984,20503567.62076601
2907,The Ghost Writer,2010-07-25,True,Mystery,English,France,PG-13,Jim Belushi,Roman Polanski,854.0,2507,2000,15000,7.2,343.0,128.0,15523168.0,45000000.0
2908,The Grace Card,2010-11-16,True,Drama,English,United States of America,PG-13,Michael Joiner,David G. Evans,77000.0,77046,0,0,6.4,25.0,101.0,1991504.141720659,164028.5409661281
2909,The Kids Are All Right,2010-04-08,True,Comedy,English,United States of America,R,Josh Hutcherson,Lisa Cholodenko,14000.0,18645,450,16000,7.1,323.0,106.0,17061623.062412858,2870499.4669072414
2910,The Killer Inside Me,2010-11-15,True,Crime,English,United States of America,R,Liam Aiken,Michael Winterbottom,818.0,1813,187,0,6.1,225.0,109.0,176302.79668662345,10661855.162798326
2911,The King's Speech,2010-11-02,True,Biography,English,United Kingdom,R,Colin Firth,Tom Hooper,14000.0,15732,0,64000,8.0,479.0,118.0,154569120.77509883,16704716.298234869
2912,The Last Airbender,2010-10-07,True,Action,English,United States of America,PG,Seychelle Gabriel,M. Night Shyamalan,1000.0,2857,0,18000,4.2,280.0,103.0,107901854.34265561,123021405.72459607
2913,The Last Exorcism,2010-11-15,True,Drama,English,France,PG-13,Caleb Landry Jones,Daniel Stamm,463.0,1958,13,0,5.6,311.0,87.0,40990055.0,1800000.0
2914,The Last Godfather,2010-09-25,True,Comedy,English,South Korea,PG-13,Jason Mewes,Hyung-rae Shim,898.0,2895,26,502,3.6,4.0,100.0,121.63170925745554,9963.04750291828
2915,The Last Song,2010-10-26,True,Drama,English,United States of America,PG,Kelly Preston,Julie Anne Robinson,742.0,2341,30,10000,5.8,123.0,107.0,51614691.216271624,16402854.09661281
2916,The Losers,2010-11-05,True,Action,English,United States of America,PG-13,Chris Evans,Sylvain White,11000.0,12841,41,0,6.4,213.0,97.0,19296280.652833592,20503567.62076601
2917,The Names of Love,2010-12-20,True,Comedy,French,France,R,Sara Forestier,Michel Leclerc,74.0,143,3,0,7.2,87.0,100.0,513836.0,4600000.0
2918,The Next Three Days,2010-12-08,True,Crime,English,United States of America,PG-13,Olivia Wilde,Paul Haggis,10000.0,11799,549,27000,7.4,239.0,133.0,17329080.620027885,28704994.669072416
2919,The Nutcracker in 3D,2010-10-07,True,Action,English,United Kingdom,PG,Shirley Henderson,Andrey Konchalovskiy,887.0,2728,96,788,4.4,47.0,110.0,212218.9431482822,100228297.7894092
2920,The Other Guys,2010-01-12,True,Action,English,United States of America,PG-13,Dwayne Johnson,Adam McKay,12000.0,20233,285,16000,6.7,265.0,116.0,97777395.22676945,82014270.48306404
2921,The Perfect Host,2010-06-04,True,Comedy,English,United States of America,R,David Hyde Pierce,Nick Tomnay,443.0,1452,11,0,6.8,112.0,93.0,39719.51119494792,410071.35241532023
2922,The Runaways,2010-01-24,True,Biography,English,United States of America,R,Kristen Stewart,Floria Sigismondi,17000.0,21711,50,0,6.6,259.0,106.0,2929332.4038382675,8201427.048306405
2923,The Social Network,2010-06-21,True,Biography,English,United States of America,PG-13,Andrew Garfield,David Fincher,10000.0,10555,21000,74000,7.7,556.0,120.0,79486506.19207741,32805708.19322562
2924,The Sorcerer's Apprentice,2010-04-13,True,Action,English,United States of America,PG,Nicolas Cage,Jon Turteltaub,12000.0,13388,226,11000,6.1,235.0,109.0,51786936.76699745,123021405.72459607
2925,The Spy Next Door,2010-09-28,True,Action,English,United States of America,PG,Madeline Carroll,Brian Levant,1000.0,3436,32,0,5.4,97.0,94.0,19903902.23898958,22963995.73525793
2926,The Switch,2010-02-06,True,Comedy,English,United States of America,PG-13,Caroline Dhavernas,Josh Gordon,544.0,1292,8,0,6.1,181.0,101.0,22765902.567046665,15582711.391782168
2927,The Tempest,2010-12-13,True,Comedy,English,United States of America,PG-13,Djimon Hounsou,Julie Taymor,3000.0,3785,278,0,5.4,92.0,110.0,215996.88345772162,16402854.09661281
2928,The Tourist,2010-12-26,True,Action,English,United States of America,PG-13,Johnny Depp,Florian Henckel von Donnersmarck,40000.0,55175,207,25000,6.0,321.0,103.0,55467200.0328057,82014270.48306404
2929,The Town,2010-08-15,True,Crime,English,United States of America,R,Jeremy Renner,Ben Affleck,10000.0,14296,0,29000,7.6,378.0,150.0,75595206.26589026,30345280.078733698
2930,The Twilight Saga: Eclipse,2010-01-11,True,Adventure,English,United States of America,PG-13,Robert Pattinson,David Slade,21000.0,52547,171,29000,4.9,293.0,124.0,246471838.7599442,55769703.92848355
2931,The Virginity Hit,2010-10-21,True,Comedy,English,United States of America,R,Matt Bennett,Huck Botko,189.0,768,10,974,4.6,46.0,86.0,438980.5626178955,2788485.1964241774
2932,The Warrior's Way,2010-09-18,True,Action,English,New Zealand,R,Tony Cox,Sngmoo Lee,624.0,2056,19,0,6.3,95.0,100.0,3299307.4324324327,26211556.38397018
2933,The Wolfman,2010-06-11,True,Drama,English,United States of America,R,Anthony Hopkins,Joe Johnston,12000.0,13071,394,0,5.8,357.0,119.0,50797584.67973427,123021405.72459607
2934,Tiny Furniture,2010-07-12,True,Comedy,English,United States of America,Unrated,Lena Dunham,Lena Dunham,969.0,2530,969,0,6.3,113.0,98.0,319694.90691380296,53309.275813991626
2935,Toy Story 3,2010-07-02,True,Adventure,English,United States of America,G,Tom Hanks,Lee Unkrich,15000.0,19085,125,30000,8.3,453.0,103.0,340346507.8323628,164028540.96612808
2936,Trollhunter,2010-04-17,True,Comedy,Norwegian,Norway,PG-13,Otto Jespersen,AndrÃ© Ã˜vredal,29.0,44,12,38000,7.0,337.0,103.0,24037.37108497926,1893290.7105072879
2937,TRON: Legacy,2010-05-01,True,Action,English,United States of America,PG,Jeff Bridges,Joseph Kosinski,12000.0,25550,364,30000,6.8,469.0,125.0,141107017.96112522,139424259.82120886
2938,True Grit,2010-03-20,True,Adventure,English,United States of America,PG-13,Matt Damon,Ethan Coen,13000.0,25964,1000,36000,7.7,493.0,110.0,140270111.53940785,31165422.783564337
2939,Trust,2010-02-28,True,Crime,English,United States of America,R,Noah Emmerich,David Schwimmer,617.0,916,0,10000,7.0,109.0,106.0,47743.7874190109,7791355.695891084
2940,Unstoppable,2010-02-02,True,Action,English,United States of America,PG-13,Denzel Washington,Tony Scott,18000.0,25780,12000,18000,6.8,316.0,98.0,66888771.42622816,82014270.48306404
2941,Valentine's Day,2010-04-22,True,Comedy,English,United States of America,PG-13,Bradley Cooper,Garry Marshall,14000.0,45696,0,9000,5.7,186.0,125.0,90606721.88960879,42647420.651193306
2942,Vampires Suck,2010-12-16,True,Comedy,English,United States of America,PG-13,Diedrich Bader,Jason Friedberg,759.0,2898,82,16000,3.5,122.0,82.0,30064879.84909374,16402854.09661281
2943,Wall Street: Money Never Sleeps,2010-03-19,True,Drama,English,United States of America,PG-13,Frank Langella,Oliver Stone,903.0,1579,0,13000,6.3,297.0,136.0,43036673.5011892,57409989.33814483
2944,Why Did I Get Married Too?,2010-09-18,True,Comedy,English,United States of America,PG-13,Michael Jai White,Tyler Perry,2000.0,6657,0,0,4.4,40.0,121.0,49268101.36963831,16402854.09661281
2945,Wild Target,2010-05-23,True,Action,English,United Kingdom,PG-13,Rupert Grint,Jonathan Lynn,10000.0,11770,36,0,6.9,68.0,98.0,130508.38019934295,8909182.025725264
2946,Winter's Bone,2010-08-01,True,Drama,English,United States of America,R,Jennifer Lawrence,Debra Granik,34000.0,34446,81,20000,7.2,365.0,100.0,5356754.695316984,1640285.409661281
2947,Yogi Bear,2010-11-27,True,Adventure,English,United States of America,PG,Justin Timberlake,Eric Brevig,3000.0,4394,40,0,4.6,143.0,80.0,82152930.36988436,65611416.38645124
2948,You Again,2010-08-10,True,Comedy,English,United States of America,PG,Jamie Lee Curtis,Andy Fickman,2000.0,4813,99,0,5.8,91.0,105.0,21059461.166242924,16402854.09661281
2949,You Will Meet a Tall Dark Stranger,2010-06-18,True,Comedy,English,United States of America,R,Anthony Hopkins,Woody Allen,12000.0,19310,11000,0,6.3,223.0,98.0,2663672.599032231,18043139.50627409
2950,1911,2011-11-11,True,Action,Mandarin,China,R,Bingbing Li,Li Zhang,974.0,1887,0,0,6.0,63.0,121.0,16004.847784587562,2260624.937204863
2951,30 Minutes or Less,2011-01-10,True,Action,English,Germany,R,Bianca Kajlich,Ruben Fleischer,731.0,1987,181,0,6.1,220.0,83.0,37053924.0,28000000.0
2952,5 Days of War,2011-11-24,True,Action,English,Georgia,R,Richard Coyle,Renny Harlin,567.0,708,212,0,5.6,74.0,113.0,4287.25,5000000.0
2953,50/50,2011-04-23,True,Comedy,English,United States of America,R,Joseph Gordon-Levitt,Jonathan Levine,23000.0,39807,129,40000,7.7,327.0,100.0,28675442.466989253,6561141.638645124
2954,A Better Life,2011-09-19,True,Drama,English,United States of America,PG-13,DemiÃ¡n Bichir,Chris Weitz,749.0,2214,129,0,7.2,94.0,98.0,1438791.9297957844,8201427.048306405
2955,A Dangerous Method,2011-05-28,True,Biography,English,United Kingdom,R,Michael Fassbender,David Cronenberg,13000.0,23755,0,36000,6.5,345.0,99.0,6350111.921599198,16704716.298234869
2956,A Separation,2011-07-14,True,Drama,Persian,Iran,PG-13,Shahab Hosseini,Asghar Farhadi,786.0,2501,0,48000,8.4,354.0,123.0,134.871348,9.5
2957,A Very Harold & Kumar 3D Christmas,2011-01-14,True,Adventure,English,United States of America,R,Patton Oswalt,Todd Strauss-Schulson,786.0,2462,12,21000,6.3,161.0,90.0,28732681.866644792,15582711.391782168
2958,Abduction,2011-09-04,True,Action,English,United States of America,PG-13,Ken Arnold,John Singleton,327.0,561,309,13000,5.0,180.0,106.0,23016670.220618386,28704994.669072416
2959,Albert Nobbs,2011-01-15,True,Drama,English,United Kingdom,R,Mia Wasikowska,Rodrigo GarcÃ­a,3000.0,4370,127,0,6.7,222.0,113.0,3357136.8116264828,8909182.025725264
2960,Alvin and the Chipmunks: Chipwrecked,2011-08-29,True,Adventure,English,United States of America,G,Amy Poehler,Mike Mitchell,1000.0,4073,31,0,4.4,91.0,87.0,109164216.35364552,61510702.862298034
2961,Anonymous,2011-02-20,True,Drama,English,United Kingdom,PG-13,Vanessa Redgrave,Roland Emmerich,898.0,2452,776,15000,6.9,288.0,130.0,4970535.10774542,33409432.596469738
2962,Another Earth,2011-08-21,True,Drama,English,United States of America,PG-13,Robin Lord Taylor,Mike Cahill,574.0,1303,135,21000,7.0,242.0,92.0,1079368.4901172803,82014.27048306404
2963,Apollo 18,2011-08-18,True,Horror,English,United States of America,PG-13,Warren Christie,Gonzalo LÃ³pez-Gallego,520.0,1520,17,0,5.2,228.0,86.0,14503132.945132451,4100713.5241532023
2964,Arthur Christmas,2011-06-08,True,Adventure,English,United Kingdom,PG,Jim Broadbent,Sarah Smith,1000.0,2707,6,0,7.1,190.0,97.0,51718348.460381985,111364775.32156579
2965,Attack the Block,2011-02-23,True,Action,English,United Kingdom,R,John Boyega,Joe Cornish,1000.0,2011,115,18000,6.6,399.0,88.0,1140570.1876496465,14477420.791803552
